channel,username,text,tanggal,panjang_komentar,sentiment
gadgetin,@maulanaiqbal3123,finally akhirnya loh ya,2025-12-07 12:34:14+00:00,23,netral
gadgetin,@saidirsanalidrus2383,ku pikir harga hp sd juta pemenang nya s fe ternyata pemenang nya adalah xiaomi t pro,2025-12-07 12:34:13+00:00,85,netral
gadgetin,@XeioOng,saya masih pakai hp samsung jpro,2025-12-07 12:34:04+00:00,32,netral
gadgetin,@RaffaNugraha-b9c,bang coba review sonny xperia mark vii,2025-12-07 12:34:04+00:00,38,netral
gadgetin,@fakhrulraji92,saya rindu kapal api,2025-12-07 12:33:44+00:00,20,netral
gadgetin,@K.KULTIVATOR,buatin versi laptop bang pliss,2025-12-07 12:33:31+00:00,30,positif
gadgetin,@tahritatangka3659,baru minang motorola edge fusion di harga jutabrworthed parah sih,2025-12-07 12:33:25+00:00,65,netral
gadgetin,@rzll-x6z,a href kesenggol panik dikit bang,2025-12-07 12:33:10+00:00,33,netral
gadgetin,@duniakukoma4077,ahhh bang gw nunggu telat dah gw beli hp gw nunggu video ini baru mau beli hp,2025-12-07 12:32:54+00:00,77,netral
gadgetin,@trimaryanto8810,semangat berjuang,2025-12-07 12:32:53+00:00,17,netral
gadgetin,@dancokkkkkk,ga mikirin lagi buat ganti hp baru cuman mikirin gimana caranya nanti di bisa dapet kerjaan dan merubah hidup jadi lebih baik,2025-12-07 12:32:39+00:00,125,netral
gadgetin,@akunyou7512,ada yg d jual kah bang,2025-12-07 12:32:37+00:00,22,netral
gadgetin,@ade_sry,udah pilih mau beli hp apa abang kakak,2025-12-07 12:32:24+00:00,38,netral
gadgetin,@aditTD,realme gt pro gak akan masuk resmi indonesia kah nungguin itu hp dah,2025-12-07 12:32:24+00:00,68,netral
gadgetin,@rafiiazmi3785,pas banget mau kadoin abi di ulang tahun nya yg ke tahun desember nanti terimakasih gadgetin,2025-12-07 12:32:22+00:00,92,netral
gadgetin,@koalaAcco,sehanncur itu kah redmi note series tanun ini sampai nominasi pun gak masuk lagi hahaha,2025-12-07 12:32:06+00:00,87,netral
gadgetin,@rikisubargiaempunak1928,adh udah kebeli xiaomi t pro gokil emang kameranya,2025-12-07 12:32:02+00:00,50,netral
gadgetin,@mendingturu1,bagusan mana infinix note s g atau tecno pova curve g coba yang udah pegang salah satu hp yakinin aku buat beli,2025-12-07 12:31:57+00:00,111,positif
gadgetin,@triharyono3955,nonton pke xiaomi t pro setelah taon setia huawei nova t,2025-12-07 12:31:16+00:00,56,netral
gadgetin,@Fujitsu-f8z,akhirnya keluar juga yg ditunggutunggu,2025-12-07 12:31:05+00:00,38,netral
gadgetin,@overprice7802,hapeku jd juara a hrefuckszuwhgymbdvujggfxpzkjkgsdriwcwa,2025-12-07 12:31:03+00:00,56,netral
gadgetin,@AnangHermansyah-r5u,ke sini cuma kepo karena udah ada inceran sendiri sesuai kebutuhan,2025-12-07 12:31:02+00:00,66,netral
gadgetin,@EaterMan,lah kategori sampai jt kok oppo reno ga masuk gimana ini kalo urusan kamera dilibas semua tuh nominasi nya,2025-12-07 12:30:59+00:00,106,netral
gadgetin,@zatatasyt,bang upload versi laptop dong,2025-12-07 12:30:58+00:00,29,positif
gadgetin,@ryuugagaaaa,nonton pake infinix hot pro,2025-12-07 12:30:36+00:00,27,netral
gadgetin,@chiwachiwa3505,abis monton video ini percayalah setiap hp pemenang di setiap kategori penjualannya bakalan meningkat di ecommers tahun lalu saya beli hp setelah video ini dr bang david hahahabrbeneran influencer memang bisa mempengaruhi followersnya,2025-12-07 12:30:23+00:00,234,netral
gadgetin,@mabutomo,sya bersyukur dapat infinix hot pro pas early sale di harga,2025-12-07 12:30:14+00:00,59,netral
gadgetin,@winzkaizen,a href mwehehe hp gw menang,2025-12-07 12:30:12+00:00,27,netral
gadgetin,@yoosanzy,akhirnya ngeliat realme gt menang nominasi udh jd wishlist gue nih,2025-12-07 12:30:06+00:00,66,netral
gadgetin,@depetshop,serius nanya dari list hp yang jt itu kalian lebih milih hp yg mana soalnya salah satu hp itu aku mau beli tapi masih pengen tau spek pesaing di kelasnya juga makasih,2025-12-07 12:28:59+00:00,166,netral
gadgetin,@masopik1,yg galaxy a ma kingfinix hot g mantab,2025-12-07 12:28:31+00:00,37,netral
gadgetin,@katrok1,katanya klo doa di aminin lebih dari orang bakal ke kabulbrbrsemoga bisa kebeli hp di tahun baru nanti,2025-12-07 12:28:18+00:00,102,netral
gadgetin,@oncomenak7383,klo pengen hp bagus harga miring solusinya beli hp second tp hrusnya ngerti hp jg biar ga ketipu dan sebisa mungkin cod biar bisa cek langsung beli hp baru emg punya kepuasan sndiri tp klo budgetnya minim mau bagus second knp engga,2025-12-07 12:28:18+00:00,231,positif
gadgetin,@SIi_yann,bang mending iqoo z atau infinix gt pro,2025-12-07 12:28:11+00:00,39,netral
gadgetin,@victoriansiagian6841,sekalikali rekomendasi laptop kak,2025-12-07 12:27:48+00:00,33,positif
gadgetin,@avangardboom1687,tu liat budget ke bawah tuh gk direkomendasikan pake ip,2025-12-07 12:27:34+00:00,55,netral
gadgetin,@RafliAffan,yah gt pro gw gamasuk ya,2025-12-07 12:27:33+00:00,24,netral
gadgetin,@renoirone3802,yap seperti biasa hanya bisa nonton saja,2025-12-07 12:27:33+00:00,40,netral
gadgetin,@SIi_yann,tecno pova ultra worth it gak,2025-12-07 12:27:29+00:00,29,positif
gadgetin,@idrismaulana47,muantap bang,2025-12-07 12:27:26+00:00,12,netral
gadgetin,@FALGAMING-fx1uf,intinya gini temanquot hp dari brandquot china udah semakin kuat dan berinovasi tiada henti china semakin maju langkah didepan mengalahkan apple hp buatan amerika serikat di california dan ingat cmn hp china yang bisa kasi opsi harga murah meriah performa gacor ganas dan ram serta internal storage jumbo dan ga pelit soal inovasi baterai silicon carbon dari tiongkok china rrc dan kecepatan fast charging hingga watt,2025-12-07 12:27:20+00:00,417,netral
gadgetin,@Yezzaskie,rekomen dong hp samsung harga beli online yg aman di mana,2025-12-07 12:27:02+00:00,57,netral
gadgetin,@Zeen-Raja,padahal nunggu iqoo neo vs poco f ala david,2025-12-07 12:26:40+00:00,43,netral
gadgetin,@ADIYAN_24,bg bukannya kalo spek kurang nanti pake android gobrbra href,2025-12-07 12:26:27+00:00,60,netral
gadgetin,@wardimanwardiman6085,masih betah pakai poco m,2025-12-07 12:26:27+00:00,24,netral
gadgetin,@farlanramadhan4693,redmi note g mantep ga,2025-12-07 12:26:24+00:00,22,netral
gadgetin,@Dendywarman,,2025-12-07 12:26:17+00:00,0,netral
gadgetin,@keseleo123,br beli poco f,2025-12-07 12:26:06+00:00,14,netral
gadgetin,@bimarizkypratama5313,behh mantap rekomendasi nya,2025-12-07 12:26:02+00:00,27,positif
gadgetin,@ADIYAN_24,a href bukannya harus pake android go ya kalo spek hp ga kuat nantinya,2025-12-07 12:25:58+00:00,70,netral
gadgetin,@rezaelfaris5692,mau beli t pro g ktnya bnyk matott pro g smpe dana,2025-12-07 12:25:09+00:00,50,netral
gadgetin,@krisnadianrianto2286,bang david saran aja di video rekomendasi selanjutnya kategori hp lipat dibuat terpisah dong kan sekarang hp lipat udah banyak tuh biar makin banyak kategorinya,2025-12-07 12:24:40+00:00,160,netral
gadgetin,@bosujang498,nunggu oppo reno aja,2025-12-07 12:24:36+00:00,20,netral
gadgetin,@ItsSlyFox5,nonton pake infinix hot pro yang baru aja kemarin beli dapet di harga juta ribu varian,2025-12-07 12:24:25+00:00,86,netral
gadgetin,@alalbaralbar2460,poco f,2025-12-07 12:24:24+00:00,6,netral
gadgetin,@moviefilm7816,gw masih pake poco nfc,2025-12-07 12:24:19+00:00,22,netral
gadgetin,@chihiruakanami4219,biasnya review nya f di shopee jt,2025-12-07 12:24:10+00:00,33,netral
gadgetin,@yurzivk6700,yang nonton tapi gk beli hehe,2025-12-07 12:24:06+00:00,29,netral
gadgetin,@pokegaming8957,tws viddd,2025-12-07 12:24:03+00:00,9,netral
gadgetin,@Unknown-vt3mr,mending mi t pro atau mi ya,2025-12-07 12:24:02+00:00,27,netral
gadgetin,@ringogaming1992,ini dia yg ditunggutunggu,2025-12-07 12:23:46+00:00,25,netral
gadgetin,@harisshariss9079,yng nonton pke infinik hot pro sini kumpul,2025-12-07 12:23:40+00:00,42,netral
gadgetin,@izama09_,poco f sekarang dah dijual jutaan,2025-12-07 12:23:29+00:00,33,netral
gadgetin,@AsadFarid-qr3im,gilak turunyya samsung,2025-12-07 12:23:26+00:00,22,netral
gadgetin,@ImamAjisyahputra,yang di tunggu tumggu,2025-12-07 12:23:25+00:00,21,netral
gadgetin,@needssosialmasadepan6923,mamps tuh yang ngegoreng tecno udah gak juara lg,2025-12-07 12:23:24+00:00,48,netral
gadgetin,@papsmuda10,lagi ngincer xiaomi t pro padahal udah punya t,2025-12-07 12:23:17+00:00,46,netral
gadgetin,@nandamulya26,a href pelan pelan bang,2025-12-07 12:22:37+00:00,23,netral
gadgetin,@JerycoChin,jadi kalau misalnya kategori jt milih tecno camon worthit ga sih,2025-12-07 12:22:32+00:00,64,positif
gadgetin,@gokyumi,samsul gw udh kena lightsaber mau ganti tapi mikir krn takut kena layoff gelombang smoga nanti ada rezekinya buat yg perlu ganti hp,2025-12-07 12:22:08+00:00,131,netral
gadgetin,@bagasputraramadhan628,gw kok ragu ya mau beli camon pro atau iqoo zr,2025-12-07 12:21:56+00:00,46,netral
gadgetin,@ST4R_Lopee,xultra blom ada,2025-12-07 12:21:53+00:00,15,netral
gadgetin,@rafifanargyas,bang buat tws juga dongg buat akhir tahun lumayan ni updatenya,2025-12-07 12:21:52+00:00,62,netral
gadgetin,@haidisabil5539,makasih yg ditunggu,2025-12-07 12:21:49+00:00,19,netral
gadgetin,@ARBISIR,cocok update sblm event,2025-12-07 12:21:32+00:00,23,netral
gadgetin,@FaizalOreo-t8j,nonton pakai xiaomi t pro,2025-12-07 12:21:24+00:00,25,netral
gadgetin,@shintadewi3426,infinix brcoba deh tanya sama pengguna infinix yg sudah tahun lebih,2025-12-07 12:21:23+00:00,67,netral
gadgetin,@firdaussalam4607,gelo poco x we msih brthan guysss,2025-12-07 12:21:12+00:00,33,netral
gadgetin,@Nextjyy40fps,woahhh x pro back to back,2025-12-07 12:21:04+00:00,25,netral
gadgetin,@azwaranas2029,hp range harga juta knp rog phone fe gk masuk,2025-12-07 12:20:48+00:00,45,netral
gadgetin,@nawrbila,akhirnyaaaa yang ditunggu tunggu,2025-12-07 12:20:26+00:00,32,netral
gadgetin,@AntonSujarno,moto g gak masuk di sejutaan skrg ng,2025-12-07 12:20:18+00:00,36,netral
gadgetin,@gibranprayuza,poco f jtuta di tiktok,2025-12-07 12:19:51+00:00,22,netral
gadgetin,@Evanuragis,yang di nantiquot akhirnya kmbali,2025-12-07 12:19:48+00:00,33,netral
gadgetin,@e_wayy584,halooo guys david nominasi disini,2025-12-07 12:19:12+00:00,33,netral
gadgetin,@ysreog,widihhhh hp gua jadi rekomed,2025-12-07 12:19:09+00:00,28,netral
gadgetin,@nyamnyamnyam4902,mau beli masih bingung hahah,2025-12-07 12:18:55+00:00,28,netral
gadgetin,@adityaarifpratama5188,alhamdulillah nonton pake poco x pro,2025-12-07 12:18:39+00:00,36,netral
gadgetin,@aboelnoesantara9240,oppp ga ada yang menang di low end ya hm,2025-12-07 12:18:10+00:00,40,netral
gadgetin,@BayuAji30-o4x,akhirnya upload vidio rekomendasi hp,2025-12-07 12:17:26+00:00,36,netral
gadgetin,@KoruptorxINDO,coba di sendirikan contoh hpbrrb jutabrjutaan brjutaanbrjutaanbrjutaanbrjutaanbrjutaanbrjangan digabungin sihbrcontohnya saja brjutaan meliputi juta jt jt jt sampek jt,2025-12-07 12:17:21+00:00,167,netral
gadgetin,@seppervanto5747,di jt ga ada redmi note bg brmalah ada redmi brga masuk kah renot pdhal mau beli bulan depan,2025-12-07 12:17:19+00:00,92,netral
gadgetin,@MUELEKS,jutaan mending infinix note ga sih kan harganya jt,2025-12-07 12:17:06+00:00,50,netral
gadgetin,@faridridwan1600,telat vid,2025-12-07 12:16:51+00:00,9,netral
gadgetin,@hasanady2825,bagus,2025-12-07 12:16:34+00:00,5,positif
gadgetin,@Reot-Peot,,2025-12-07 12:16:20+00:00,0,netral
gadgetin,@qalbinsalimfazli761,laptop dong bangg,2025-12-07 12:16:05+00:00,17,positif
gadgetin,@mustanggt5613,tahun sebelumnya cuma nonton doang sambil komen quotnonton doang tapi kagak kebeliquot dan tahun ini bisa komen pake salah satu hp yg ada di list dan saatnya quotkomen pake gtquot,2025-12-07 12:15:46+00:00,179,netral
gadgetin,@HJSinarbi-e1k,sampai lumutan nungguin ini konten,2025-12-07 12:15:33+00:00,34,netral
gadgetin,@Shibuyan15,per tanggal desember poco f harganya jtbrbrsangat recommend daripada samsung a,2025-12-07 12:15:30+00:00,78,netral
gadgetin,@XibeXll,dan alhamdulilah nonton video ini pake poco x pro,2025-12-07 12:15:09+00:00,49,netral
gadgetin,@mochamadarispangestu9225,masih nyimak pake s ultra,2025-12-07 12:15:07+00:00,25,netral
gadgetin,@MGhandyDarmansyah,bang kenapa oppo reno tidak masuk kategori,2025-12-07 12:14:52+00:00,42,netral
gadgetin,@Penikmatkenikmatan7_,sultra ga masuk bang,2025-12-07 12:14:50+00:00,20,netral
gadgetin,@subhannoor__,iphone second worth it apaya pro masih oke,2025-12-07 12:14:30+00:00,42,positif
gadgetin,@limbahjepango2706,ada yg tau gak tablet samsung aplusg masuk resmi indonesia,2025-12-07 12:14:29+00:00,58,netral
gadgetin,@albarraedison5516,minta doanya semoga bisa beli hp barudh lama pake realme c amin,2025-12-07 12:14:24+00:00,63,netral
gadgetin,@eylovce,mending infinix hot pro atau redmi yg g dilema antara itu aku ambil g karna tmpt ku lom support g,2025-12-07 12:14:00+00:00,97,netral
gadgetin,@reima.ilustator,akhirnya yang kutunggu tapi ya walaupun gak beli cuman lihat harga dan spesifikasi aja,2025-12-07 12:13:59+00:00,86,netral
gadgetin,@Mpik27,samsung a absen,2025-12-07 12:13:45+00:00,15,netral
gadgetin,@StellaHowardxMNA,a href the real king of jt saingan gt pro belum mampu menggeser allrounder poco haha a href hp anomali bisa menang storage ketika baru rilis dihujat pas turun dekati harga tertinggi iquu neo jadi worth aja sayang moto gak menang di kategori ini waduhh,2025-12-07 12:13:40+00:00,251,positif
gadgetin,@Choco-v2n,nah ini yang di tunggu,2025-12-07 12:13:14+00:00,22,netral
gadgetin,@Ryupeixx,a href sedih nyaa xiaomi tidak masuk kategori ini brapa emang bukan lawan nya yaa brpadahal rencana mau minang tu hp,2025-12-07 12:12:49+00:00,116,netral
gadgetin,@france2952,maaf bng telat,2025-12-07 12:12:06+00:00,14,netral
gadgetin,@MyShiHuang,jir masak s fe gak masuk,2025-12-07 12:12:02+00:00,24,netral
gadgetin,@tbpanna7593,samsung galaxy a brinfinix hot gbrinfinix hot probrtechno camon pro gbrpoco x pro brsamsung abrrealme gt brxiaomi t probrvivo x,2025-12-07 12:11:45+00:00,127,netral
gadgetin,@mahyudinudin7841,minta doa nya buat teman yang kenalblm kenal semua nyasemoga tahun baru dapat istri baruudah tahun singel weiii,2025-12-07 12:11:41+00:00,111,netral
gadgetin,@HeruCepok,samsung seri s plus jarang menang ya,2025-12-07 12:11:08+00:00,36,netral
gadgetin,@ANTI_SLEEP,hp yang gue beli di bulan kemarin masuk hp recommended jtaan infinix hot pro,2025-12-07 12:10:59+00:00,76,positif
gadgetin,@atanarivyno,nonton pakai oppo a fast charging watt,2025-12-07 12:10:51+00:00,38,netral
gadgetin,@donkun6346,serier xiaomi kok ga ada,2025-12-07 12:10:46+00:00,24,netral
gadgetin,@HizuKohinata,masih puas ama redmi c bner all rounder di series rekomendasi kmaren backdoor kece sayang banget emmc itu aj,2025-12-07 12:10:45+00:00,108,positif
gadgetin,@setreakking,semoga awal tahun bisa beli infinix hot pro,2025-12-07 12:10:34+00:00,43,netral
gadgetin,@ardyanahmad,saya jugapake hp samsung as dari sekarang performa udh menurun bgtlaggak responsifsering force closedrop framebaterai boros,2025-12-07 12:10:34+00:00,123,netral
gadgetin,@satyanaryama-r9w,setelah sekian lama gw nunggu bangg semoga banget bisa beli hp yang ada di rekomendasi bang david,2025-12-07 12:10:08+00:00,97,netral
gadgetin,@AceSupriatna-j4f,good,2025-12-07 12:10:06+00:00,4,netral
gadgetin,@robertrichrianto4087,s ultra,2025-12-07 12:09:45+00:00,7,netral
gadgetin,@JimboJimbo-bh3wm,loh bang kenapa enggak masukan hp asus rog fe kan harga nya udh di jutaan kada ad di harga juta setengah,2025-12-07 12:09:27+00:00,104,positif
gadgetin,@DifkiCandrajosjis,poco f polosan pre order murah beut pdhl sekarang gila gilaan malah,2025-12-07 12:09:18+00:00,67,netral
gadgetin,@fahroelrizqi257,bang daviiiddd rekomendasi tws terbaik nya manaaa,2025-12-07 12:09:15+00:00,49,netral
gadgetin,@ahmadmudzakir1657,yang di tungguin tapi masih bingung tecno camon pro apa poco xpro,2025-12-07 12:09:13+00:00,65,netral
gadgetin,@JuraganKelapa14,baru beli xiaomi t pro gb untuk pakai seharihari,2025-12-07 12:08:59+00:00,48,netral
gadgetin,@chaspergaming8934,udah dari pake vivo z pro semoga tahun depan bisa beli hp baru,2025-12-07 12:08:57+00:00,62,netral
gadgetin,@muhammadnabilhaekal9151,dpt poco f di,2025-12-07 12:08:53+00:00,13,netral
gadgetin,@vi4rss,jutaan kenapa bang david engga pilih tecno camon g yaa,2025-12-07 12:08:38+00:00,54,netral
gadgetin,@gajahpara5614,minta rekomendasi smartwatch jt om,2025-12-07 12:08:02+00:00,34,netral
gadgetin,@dipo_89official28,klo dibawah juta klo ada rejekinya malah sya pengen beli motorolla g power terlepas ram bawaan nya cuma gb tpi bagi sya pekerja lapangan batrai mah nya itu bikin bersyukur teman gajetin yg insyaallah sehat selalu dan lancar rezeki nya aamiin alhamdulillah,2025-12-07 12:08:02+00:00,255,netral
gadgetin,@LaBrongs,a masih ada yg baru g bg,2025-12-07 12:08:00+00:00,24,netral
gadgetin,@rifkiihsandi4755,nonton pakai pocophone f,2025-12-07 12:07:50+00:00,24,netral
gadgetin,@candrawibawa5615,koq s ultra nggak masuk nominasi,2025-12-07 12:07:41+00:00,32,netral
gadgetin,@gordon5993,coba yah ada stok di studio dan pernah di review hp oppo reno g di harga jutaan pasti jadi win,2025-12-07 12:07:40+00:00,94,netral
gadgetin,@sassaleoallstars3677,org indo klu udah jt ke atas pasti beli iphone second brlebih mengutamakan gengsi daripada fungsi,2025-12-07 12:07:32+00:00,97,netral
gadgetin,@misscuzy129,rekomendasi layar lengkung harga jutaan kak,2025-12-07 12:07:24+00:00,43,netral
gadgetin,@Axcel_Imanuel,bang erogeh fe rekomen gk bang di harga jt,2025-12-07 12:07:10+00:00,42,netral
gadgetin,@Dodo_LightIce,kurang ngopi kapal api nih bang davit,2025-12-07 12:07:01+00:00,37,netral
gadgetin,@lan_ruyi,hp midrange yang enak buat edit video di capcut tanpa lag apaan ya temanteman aku punya redmi prog lag parah,2025-12-07 12:06:46+00:00,108,negatif
gadgetin,@syahrulyzidane1860,user tecno camon pro g,2025-12-07 12:06:42+00:00,22,netral
gadgetin,@ErniPurnomo,bang kapan coba itel a,2025-12-07 12:06:13+00:00,22,netral
gadgetin,@trisnoqwertyuiop,bang hp sebanyak itu dipakai semua apa nnti dijual,2025-12-07 12:06:13+00:00,50,netral
gadgetin,@fikriafdhalil4286,bg huawei nova kok ga masuk di nominasi jutaankan udah resmi,2025-12-07 12:06:12+00:00,60,netral
gadgetin,@riqzyourking3277,skalian laptop mas,2025-12-07 12:06:01+00:00,18,positif
gadgetin,@jonilfc446,pengguna realme c setia memantau,2025-12-07 12:05:56+00:00,32,netral
gadgetin,@linkayjelek,akhirnyaaaaaaaaaaaaaaaaaaaaaaaaabrada video rekomendasi hp lagibang buat yg versi speaker lagi dong,2025-12-07 12:05:47+00:00,99,netral
gadgetin,@markgablag8257,lanjut rekomendasi laptop min udh like,2025-12-07 12:05:46+00:00,38,positif
gadgetin,@alifm417,team yg dapet poco f harga jt wkwkkwkwkwk,2025-12-07 12:05:23+00:00,41,netral
gadgetin,@AriefRizkyy,here we gooo,2025-12-07 12:05:01+00:00,12,netral
gadgetin,@spildikkefiqray,mantappp buat informasi bg david thnks to be carefully keep healthy keep strong be strong,2025-12-07 12:04:33+00:00,89,positif
gadgetin,@kangrudi72-n9n,buat yg belum beli hape baru mohon bersabar ya kita berdoa bareng supaya bisa beli dan berdoa buat yg kena musibah ges sumatra aceh bandung berdoa yg baik ya,2025-12-07 12:04:05+00:00,157,netral
gadgetin,@kuroiwaazashi,semoga tahun baru kebeli hp baru soalnya ini hp vio udah dari pengen gantuu,2025-12-07 12:04:04+00:00,75,netral
gadgetin,@abyandevi77,duh itu zenfone nyempil di rak hp warna ijo masih jadi hp idaman sih walaupun akhirnya gak kesampaian beli karena susah nyari stock baru nya di tahun,2025-12-07 12:03:48+00:00,149,netral
gadgetin,@riokswt9469,bisa kali bang saya beli harga miring buat ojol,2025-12-07 12:03:35+00:00,47,netral
gadgetin,@bardanrayhan866,bg itu hp sengaja di koleksi di jual lagi,2025-12-07 12:03:31+00:00,41,netral
gadgetin,@Latif_mone,kelas jtan lebih baik yg mana antara tecno comon atau infinix hot pro,2025-12-07 12:03:17+00:00,69,netral
gadgetin,@satriopiningit_,semoga akhir tahun bisa kebeli hp baru dr pake rnpro sampe ganti body belakang x kaca kamera sama baterai juga,2025-12-07 12:02:47+00:00,110,netral
gadgetin,@muslihhudin,bang recomendasiin soundbar lg,2025-12-07 12:02:34+00:00,30,netral
gadgetin,@syafruddinuddin7489,motorola g nggak masuk padahal harga jt semua ada nfs gyro dll,2025-12-07 12:02:27+00:00,62,netral
gadgetin,@Yansi21,semoga bisa kebelisemenjak vivo v keluardi beli masih dipakai sampai sekarang,2025-12-07 12:02:09+00:00,77,netral
gadgetin,@Barbel_kosong,motorola edge fusion harusnya masuk di jt an gak sih hahah,2025-12-07 12:02:01+00:00,58,netral
gadgetin,@cecepsumantri1457,beli xiomi t pro gak rugi mantap,2025-12-07 12:02:00+00:00,32,positif
gadgetin,@jex_yppg,ganti dari redmi ke poco m pro nambah berapa ya,2025-12-07 12:01:45+00:00,47,netral
gadgetin,@sansan1209f,jangan lupa review samsung tab s ultra dan z trifold nya bang,2025-12-07 12:01:18+00:00,61,netral
gadgetin,@planetalfa1083,padahal ada infinix note s g dimensity bang segmen jutaanbrbrdi segmen jutaan ada duo motorolabrmotorola edge fusion dan motorola g power samasama dimensity brbrdi harga jutaan ada tecno pova pro g dengan dimensity tapi tetap aja poco x pro lebih diatas chipsetnyabrbrdi harga jutaan realme t g sepertinya kelupaan dimasukin brbrdan di harga segmen ada oppo reno g kelupaan dimasukin brbriiiibrbrcukup terkejut bang david gadgetin pilih samsung galaxy a g karena aku udah bulan pemakaian pada hape ini dan dengan one ui yang sangat nyaman,2025-12-07 12:01:07+00:00,538,netral
gadgetin,@SepanjangMasa91,realme gt t,2025-12-07 12:00:56+00:00,11,netral
gadgetin,@Fullcream25,ayo lah pilih salah kate gori biar rame,2025-12-07 12:00:55+00:00,39,netral
gadgetin,@tidwardsquentacles4790,bang rasanya mendingan kalau mau memasukan hp dari video rekomendasi sebelumnya tapi disebutin kalau sudah pernah di video dulu,2025-12-07 12:00:55+00:00,127,positif
gadgetin,@syafiqzr7326,pengen banget beli x pro cmn temen pada rekomendasi iphone pro aja kenapa ya,2025-12-07 12:00:12+00:00,76,netral
gadgetin,@faizchal,jt bra href special kata si david,2025-12-07 12:00:07+00:00,33,netral
gadgetin,@shafira_alya,hp iphone apa bang yg masih recomended buat tahun,2025-12-07 12:00:06+00:00,49,netral
gadgetin,@wahyu2831,galaxy s u ko ngga ada ya,2025-12-07 12:00:04+00:00,25,netral
gadgetin,@ytsendot9766,oppo reno gc masuk,2025-12-07 12:00:04+00:00,18,netral
gadgetin,@nuryawati0437,moto g g udah di angka sekarang patut diperhatikan,2025-12-07 12:00:02+00:00,50,netral
gadgetin,@dedikurniawan2696,mending xiaomi bang,2025-12-07 12:00:00+00:00,19,netral
gadgetin,@andriprasetiyawidjaya3313,sekarang motorola edge fusion harga udah mungkin bs masuk ke kategori smpe jtan,2025-12-07 11:59:29+00:00,79,netral
gadgetin,@stonerjass,nonton pke redmi plus,2025-12-07 11:59:07+00:00,21,netral
gadgetin,@aditoh7693,baru beli a yg under jt sih skitar hari lalu cukup oke cuma krn mmg budget segitu ya gt lah klu mmg ada budget sih minimal ambe yg,2025-12-07 11:59:03+00:00,130,netral
gadgetin,@jekyWutWut,hp gua masuk di rekomendasi akhir tahun infinix hot pro,2025-12-07 11:58:56+00:00,55,netral
gadgetin,@lazuardidzulfikar933,a href aku malah kebalikan nya bang david aku milih iqoo neo karena butuh mesin kencengnya baterai jumbo nya charging kencengnya jujur terutama baterai ama charger si ngubah caraku memakai hp yg biasanya aku nunggu berjam jam buat ngecas skrg menit udah bisa keisi penuh untuk dipakai sot jam atau standby hari brbrkalopun kameranya masih kurang seenggaknya buat kebutuhan saat ini bisa terpenuhi dahulu next bisa naik lagi ke x aamiinn,2025-12-07 11:58:53+00:00,436,netral
gadgetin,@ranggaitsuki,kecewa gw bg infinix x gk lu masukin di jt kecil atau all rounder s di jt gede,2025-12-07 11:58:35+00:00,78,negatif
gadgetin,@lamar5966,dari kemarin nunggu ini krn hp rusak bingung mau beli mana,2025-12-07 11:58:30+00:00,58,netral
gadgetin,@kinhg-t3d,kemaren tgl gua beli xiaomi t brpuas banget,2025-12-07 11:58:05+00:00,43,positif
gadgetin,@DAFFAGG323,bg kalok iqoo zx baguss g buat games pliss jawab bg davit,2025-12-07 11:57:35+00:00,57,positif
gadgetin,@RizkyMaulana08t,saran bang klo nyebutin merek hp kasih teks nya biar mudah,2025-12-07 11:57:07+00:00,58,netral
gadgetin,@YakobusKarebosi,andai huawei fold bisa google sya mau beli tpi syg emang gk bisa google,2025-12-07 11:57:04+00:00,71,netral
gadgetin,@tafwidseagate8012,tetap semangat cari duit kejar hape impian kalian salam iqoo user,2025-12-07 11:56:54+00:00,65,netral
gadgetin,@RizkyrayyanPratama,redmagic nggak ada bg,2025-12-07 11:56:53+00:00,21,netral
gadgetin,@Channel-py2wi,sharp r pro kemarin kok ga di masukin list jtaan sihh,2025-12-07 11:56:52+00:00,53,netral
gadgetin,@maulanachanel1963,nonton pake samsung a g,2025-12-07 11:56:42+00:00,23,netral
gadgetin,@andhikamartiano29,akhirnya yang ditunggutunggu,2025-12-07 11:56:42+00:00,28,netral
gadgetin,@Tiên-Hồ-Thị,emang juara baru coba sekali langsung kecanduan sama cerita dan gameplaynya,2025-12-07 11:56:09+00:00,75,netral
gadgetin,@vanhotten02,jt motorola banyak lo kok gak masuk,2025-12-07 11:56:03+00:00,35,netral
gadgetin,@kaisrv,xiaomi ga ikutan bang,2025-12-07 11:55:54+00:00,21,netral
gadgetin,@dadandarulludin8189,gass,2025-12-07 11:55:54+00:00,4,netral
gadgetin,@wongBWIasli,motorola g gk masuk rekomendasi jt bang skrng udh di tokped,2025-12-07 11:55:50+00:00,59,netral
gadgetin,@ianbule8492,dah lah fix ambil redmi c aja sesuai budget buat ngojol layar gede aman sama ujan batere gede fast charger w mudahan berkah,2025-12-07 11:54:58+00:00,123,netral
gadgetin,@LordDonlot-o6k3k,gw yg dpt rog fe giftbox elysia di juta,2025-12-07 11:54:38+00:00,39,netral
gadgetin,@AzisTaufikOfficial,yang kelas juta itu yg di video vivo v bang bukan vivo v seperti yang disebutin,2025-12-07 11:54:18+00:00,79,netral
gadgetin,@zyyftbened,nonton pake xpro,2025-12-07 11:54:04+00:00,16,netral
